,index,tweet,tweet_text,clean_tweet
98,266,"RT @680NEWS: #BREAKING: Ontario has confirmed three new positive cases of the coronavirus in the GTA, bringing the total number of cases to…","#BREAKING: Ontario has confirmed three new positive cases of the coronavirus in the GTA, bringing the total number of cases to",BREAKING Ontario have confirm three new positive case of the coronavirus in the GTA bring the total number of case to
99,29,RT @CP24: #BREAKING: Ontario health officials say first possible case of coronavirus confirmed in Toronto https://t.co/wHldrD6tGG,#BREAKING: Ontario health officials say first possible case of coronavirus confirmed in Toronto ,BREAKING Ontario health official say first possible case of coronavirus confirm in Toronto
100,547,RT @CityNews: #BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province -…,#BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province,BREAKING Ontario is Chief Medical Officer of Health have confirm two more positive case of coronavirus in the province
101,654,RT @680NEWS: #BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province - a…,#BREAKING: Ontario's Chief Medical Officer of Health has confirmed two more positive cases of #coronavirus in the province - a,BREAKING Ontario is Chief Medical Officer of Health have confirm two more positive case of coronavirus in the province
102,231,RT @LauraMCarney: #BREAKING Ontario's Chief Medical Officer of Health says the husband of the province's fifth case of Coronavirus (COVID-1…,#BREAKING Ontario's Chief Medical Officer of Health says the husband of the province's fifth case of Coronavirus (COVID-1,BREAKING Ontario is Chief Medical Officer of Health say the husband of the province is fifth case of Coronavirus
103,1081,RT @CP24: #BREAKING: Ontario's Chief Medical Officer of Health says they have confirmed a second presumptive positive case of coronavirus i…,#BREAKING: Ontario's Chief Medical Officer of Health says they have confirmed a second presumptive positive case of coronavirus i,BREAKING Ontario is Chief Medical Officer of Health say they have confirm second presumptive positive case of coronavirus
104,165,RT @CityNews: #BREAKING: Ontario's chief medical officer of health has confirmed a new presumptive positive case of coronavirus in Toronto.…,#BREAKING: Ontario's chief medical officer of health has confirmed a new presumptive positive case of coronavirus in Toronto,BREAKING Ontario is chief medical officer of health have confirm new presumptive positive case of coronavirus in Toronto
105,586,"RT @NatashaFatah: #BREAKING Ontario now has 26 cases of coronavirus, the last few are in Toronto

The total number of cases in Canada is no…","#BREAKING Ontario now has 26 cases of coronavirus, the last few are in Toronto

The total number of cases in Canada is no",BREAKING Ontario now have 26 case of coronavirus the last few be in Toronto The total number of case in Canada be no
106,270,"RT @BNODesk: BREAKING: Oregon's first patient with coronavirus is believed to have been infected through local human-to-human transmission,…",BREAKING: Oregon's first patient with coronavirus is believed to have been infected through local human-to-human transmission,BREAKING Oregon is first patient with coronavirus be believe to have be infect through local transmission
107,631,"RT @parvinfarazmand: @Maryam_Rajavi #BREAKING
Over 2,600 people in #Iran have died of #coronavirus, according to opposition MEK.

127 citie…","@Maryam_Rajavi #BREAKING
Over 2,600 people in #Iran have died of #coronavirus, according to opposition MEK.

127 citie",BREAKING Over people in Iran have die of coronavirus accord to opposition MEK 127 citie
108,1118,"RT @AaronDodd: BREAKING: PM Scott Morrison has announced there's no need for Australia to take action against the #coronavirus. He said ""We…","BREAKING: PM Scott Morrison has announced there's no need for Australia to take action against the #coronavirus. He said ""We",BREAKING PM Scott Morrison have announce there is no need for Australia to take action against the coronavirus He say We
109,1276,RT @BillKingston: #BREAKING: Provincial health officials confirm 3rd case of novel #coronavirus in Ontario. Woman in her 20s arrived in Ont…,#BREAKING: Provincial health officials confirm 3rd case of novel #coronavirus in Ontario. Woman in her 20s arrived in Ont,BREAKING Provincial health official confirm 3rd case of novel coronavirus in Ontario Woman in her 20 arrive in Ont
110,475,RT @570NEWS: BREAKING: Region of Waterloo Public Health confirms first case of coronavirus. The illness was acquired after recent travel to…,BREAKING: Region of Waterloo Public Health confirms first case of coronavirus. The illness was acquired after recent travel to,BREAKING Region of Waterloo Public Health confirms first case of coronavirus The illness be acquire after recent travel to
111,561,"RT @K_B79: BREAKING ‼
Royal Bank of #Canada confirms employee has contracted #coronavirus 

In #Mississauga  40 kilometers west of the ban…","BREAKING ‼
Royal Bank of #Canada confirms employee has contracted #coronavirus 

In #Mississauga  40 kilometers west of the ban",BREAKING Royal Bank of Canada confirms employee have contract coronavirus In Mississauga 40 kilometer west of the ban
112,712,"RT @thomaskaine5: BREAKING :San Antonio declares health emergency, orders coronavirus evacuees to stay in quarantine https://t.co/laCUHooAYf","BREAKING :San Antonio declares health emergency, orders coronavirus evacuees to stay in quarantine ",BREAKING San Antonio declares health emergency order coronavirus evacuee to stay in quarantine
113,230,"RT @JackPosobiec: BREAKING: Saudi Arabia suspends entry for Muslim pilgrims to Mecca and Medina over coronavirus
https://t.co/JxeAABBlQB","BREAKING: Saudi Arabia suspends entry for Muslim pilgrims to Mecca and Medina over coronavirus
",BREAKING Saudi Arabia suspends entry for Muslim pilgrim to Mecca and Medina over coronavirus
114,285,"#BREAKING Saudi Arabia suspends entry for Umrah pilgrimage over coronavirus fears

https://t.co/YsAnx2sNgX https://t.co/f9yvs4rZfZ","#BREAKING Saudi Arabia suspends entry for Umrah pilgrimage over coronavirus fears

 ",BREAKING Saudi Arabia suspends entry for Umrah pilgrimage over coronavirus fear
115,232,"RT @BNODesk: BREAKING: South Korea reports 169 new cases of coronavirus, raising total to 1,146 https://t.co/eUoE2bjB9j","BREAKING: South Korea reports 169 new cases of coronavirus, raising total to 1,146 ",BREAKING South Korea report 169 new case of coronavirus raise total to
116,25,RT @680NEWS: #BREAKING: Sunnybrook hospital says they have discharged the first patient diagnosed with coronavirus from hospital. https://t…,#BREAKING: Sunnybrook hospital says they have discharged the first patient diagnosed with coronavirus from hospital. ,BREAKING Sunnybrook hospital say they have discharge the first patient diagnose with coronavirus from hospital
117,794,"RT @BNODesk: BREAKING: Tajikistan has informed airlines that it will deny entry to citizens of 35 countries due to coronavirus, including t…","BREAKING: Tajikistan has informed airlines that it will deny entry to citizens of 35 countries due to coronavirus, including t",BREAKING Tajikistan have inform airline that it will deny entry to citizen of 35 country due to coronavirus include
118,226,RT @QuickTake: BREAKING: The CDC says there is the first case of #coronavirus in a person who did not recently return from a foreign countr…,BREAKING: The CDC says there is the first case of #coronavirus in a person who did not recently return from a foreign countr,BREAKING The CDC say there be the first case of coronavirus in person who do not recently return from foreign countr
119,174,RT @Mirandanthistle: #BREAKING: The Ministry of Health confirms Ontario’s 4th case of the novel coronavirus has been tested &amp; confirmed to…,#BREAKING: The Ministry of Health confirms Ontario’s 4th case of the novel coronavirus has been tested &amp; confirmed to,BREAKING The Ministry of Health confirms Ontario 4th case of the novel coronavirus have be test amp confirm to
120,844,RT @570NEWS: BREAKING: The NBA is suspending its season after tonight's games until further notice because of the coronavirus concerns.,BREAKING: The NBA is suspending its season after tonight's games until further notice because of the coronavirus concerns,BREAKING The NBA be suspend it season after tonight is game until far notice because of the coronavirus concern
