,index,tweet,tweet_text,clean_tweet
174,1280,RT @PaulCTV: British Health Department has tested 161 people for #coronavirus and all have come back negative. Updates daily.,British Health Department has tested 161 people for #coronavirus and all have come back negative. Updates daily,British Health Department have test 161 people for coronavirus and all have come back negative Updates daily
175,915,RT @camanpour: Dr. Bruce Aylward led the @WHO coronavirus team in China. He believes the situation on the ground is drastically improving a…,Dr. Bruce Aylward led the @WHO coronavirus team in China. He believes the situation on the ground is drastically improving a,Bruce Aylward lead the WHO coronavirus team in China He believe the situation on the ground be drastically improve
176,35,"RT @soareschen: But as time pass, I am slowly realizing what the locals worry is not so much of the #coronavirus, but rather the incompeten…","But as time pass, I am slowly realizing what the locals worry is not so much of the #coronavirus, but rather the incompeten",But a time pas be slowly realize what the local worry be not so much of the coronavirus but rather the incompeten
177,1298,RT @alau2: “But so many Westerners only know Wuhan in the context of the coronavirus outbreak. They don’t know that we have famous authors…,“But so many Westerners only know Wuhan in the context of the coronavirus outbreak. They don’t know that we have famous authors,But so many Westerners only know Wuhan in the context of the coronavirus outbreak They don know that we have famous author
178,449,"RT @shahnazfarzaneh: @CBCAlerts https://t.co/ehzdQHv23j
#Iran regime is hiding the truth about spread of #coronavirus #Iran regime is using…","@CBCAlerts 
#Iran regime is hiding the truth about spread of #coronavirus #Iran regime is using",CBCAlerts Iran regime be hiding the truth about spread of coronavirus Iran regime be use
179,114,RT @CBCAlerts: @CBCNews Ontario health authorities say latest patient with coronavirus has recovered but remains home in isolation pending…,@CBCNews Ontario health authorities say latest patient with coronavirus has recovered but remains home in isolation pending,CBCNews Ontario health authority say late patient with coronavirus have recover but remains home in isolation pending
180,113,"RT @CBCAlerts: @CBCNews United States upgrades travel advisory, warns Americans to 'reconsider' going to China due to coronavirus outbreak.…","@CBCNews United States upgrades travel advisory, warns Americans to 'reconsider' going to China due to coronavirus outbreak",CBCNews United States upgrade travel advisory warns Americans to go to China due to coronavirus outbreak
181,60,RT @CBCAlerts: @CBCNews Update: 10 additional people have tested positive for the coronavirus on the Diamond Princess including 2 Canadians…,@CBCNews Update: 10 additional people have tested positive for the coronavirus on the Diamond Princess including 2 Canadians,CBCNews Update 10 additional people have test positive for the coronavirus on the Diamond Princess include Canadians
182,1073,"RT @CBCAlerts: @CBCNews Update: Australia to screen some flights from China, warns coronavirus difficult to stop. Biosecurity officials wou…","@CBCNews Update: Australia to screen some flights from China, warns coronavirus difficult to stop. Biosecurity officials wou",CBCNews Update Australia to screen some flight from China warns coronavirus difficult to stop Biosecurity official wou
183,1062,"@CBCQueensPark @celliottability Observation from frontlines: disagree with “ready for surge of COVID19”. We are not. ED crowding is worse than ever, the additional weight of screening mild cases is negatively affecting other patients.","@CBCQueensPark @celliottability Observation from frontlines: disagree with “ready for surge of COVID19”. We are not. ED crowding is worse than ever, the additional weight of screening mild cases is negatively affecting other patients",CBCQueensPark celliottability Observation from frontlines disagree with ready for surge of COVID19 We be not ED crowd be bad than ever the additional weight of screen mild case be negatively affect other patient
184,180,"RT @realDonaldTrump: CDC and my Administration are doing a GREAT job of handling Coronavirus, including the very early closing of our borde…","CDC and my Administration are doing a GREAT job of handling Coronavirus, including the very early closing of our borde",CDC and my Administration be do GREAT job of handle Coronavirus include the very early closing of our borde
185,713,"RT @kylegriffin1: CDC officials and the W.H. are increasingly blaming the admin's coronavirus issues on HHS Secretary Alex Azar, who they s…","CDC officials and the W.H. are increasingly blaming the admin's coronavirus issues on HHS Secretary Alex Azar, who they s",CDC official and the be increasingly blame the admin is coronavirus issue on HHS Secretary Alex Azar who they
186,457,"RT @IslandGirlPRV: #CDC reports 129 #coronavirus裂 cases in the US, with 10 deaths reported. 

The Centers for Disease Control and Preventio…","#CDC reports 129 #coronavirus裂 cases in the US, with 10 deaths reported. 

The Centers for Disease Control and Preventio",CDC report 129 coronavirus裂 case in the US with 10 death report The Centers for Disease Control and Preventio
187,439,RT @CDCgov: #CDCTRAVELNOTICE: #Coronavirus in #Italy and #Iran. CDC recommends avoiding all nonessential travel to Italy and Iran. More inf…,#CDCTRAVELNOTICE: #Coronavirus in #Italy and #Iran. CDC recommends avoiding all nonessential travel to Italy and Iran. More inf,CDCTRAVELNOTICE Coronavirus in Italy and Iran CDC recommends avoid all nonessential travel to Italy and Iran More inf
188,707,RT @CBCAlerts: COMING UP LIVE: World Health Organization officials will give an update on the spread of coronavirus. https://t.co/5FGwdXNk8C,COMING UP LIVE: World Health Organization officials will give an update on the spread of coronavirus. ,COMING UP LIVE World Health Organization official will give an update on the spread of coronavirus
189,1284,"RT @spectatorindex: CORONAVIRUS:

- 426 people dead

- Over 2,600 in serious condition

- 20,000 people infected, over 500 have recovered…","CORONAVIRUS:

- 426 people dead

- Over 2,600 in serious condition

- 20,000 people infected, over 500 have recovered",CORONAVIRUS 426 people dead Over in serious condition people infect over 500 have recover
190,374,RT @CBSNews: CORONAVIRUS SONG: A PSA out of Vietnam is encouraging people to wash their hands through a catchy song – so catchy that there'…,CORONAVIRUS SONG: A PSA out of Vietnam is encouraging people to wash their hands through a catchy song – so catchy that there,CORONAVIRUS SONG PSA out of Vietnam be encourage people to wash their hand through catchy song so catchy that there
191,31,"RT @HHSGov: CORONAVIRUS UPDATE: @SecAzar, @CDCDirector, @DrNancyM_CDC &amp; @NIAIDNews Director Anthony Fauci give an update on the HHS respons…","CORONAVIRUS UPDATE: @SecAzar, @CDCDirector, @DrNancyM_CDC &amp; @NIAIDNews Director Anthony Fauci give an update on the HHS respons",CORONAVIRUS UPDATE SecAzar CDCDirector amp NIAIDNews Director Anthony Fauci give an update on the HHS respons
192,542,"RT @David39133380: CORONAVIRUS.
9 million people worldwide regularly die of hunger each year. There is no global collaboration to tackle th…","CORONAVIRUS.
9 million people worldwide regularly die of hunger each year. There is no global collaboration to tackle th",CORONAVIRUS million people worldwide regularly die of hunger each year There be no global collaboration to tackle th
193,532,"RT @PhilipRucker: CPAC, which today confirmed an attendee was infected with coronavirus, is where then-acting White House chief of staff Mi…","CPAC, which today confirmed an attendee was infected with coronavirus, is where then-acting White House chief of staff Mi",CPAC which today confirm an attendee be infect with coronavirus be where White House chief of staff Mi
194,296,"RT @GeopoliticalJD: Cairo contacts Paris, Ontario on coronavirus cases coming from Egypt - Egypt Today https://t.co/aPSkkjvPo5","Cairo contacts Paris, Ontario on coronavirus cases coming from Egypt - Egypt Today ",Cairo contact Paris Ontario on coronavirus case come from Egypt Egypt Today
195,346,Calls for a Bank of Canada rate cut next week grow as coronavirus crisis deepens | Financial Post https://t.co/aPumuIsPzc,Calls for a Bank of Canada rate cut next week grow as coronavirus crisis deepens | Financial Post ,Calls for Bank of Canada rate cut next week grow a coronavirus crisis deepens Financial Post
196,67,RT @samirasawlani: Cameroonian student in Wuhan who was diagnosed with the Coronavirus (the only African National so far) has completed his…,Cameroonian student in Wuhan who was diagnosed with the Coronavirus (the only African National so far) has completed his,Cameroonian student in Wuhan who be diagnose with the Coronavirus the only African National so far have complete his
197,903,RT @Tsiehta: Can you f*cking imagine what it would be like in Canada if the @CPC_HQ was in charge of the #coronavirus response. As the worl…,Can you f*cking imagine what it would be like in Canada if the @CPC_HQ was in charge of the #coronavirus response. As the worl,Can you imagine what it would be like in Canada if the be in charge of the coronavirus response As the worl
198,71,RT @globeandmail: Canada Goose slashes 2020 forecasts on coronavirus hit https://t.co/XMhD3FMf7E @GlobeBusiness https://t.co/KbDrsbf3Fq,Canada Goose slashes 2020 forecasts on coronavirus hit  @GlobeBusiness ,Canada Goose slash 2020 forecast on coronavirus hit GlobeBusiness
199,1126,RT @epaultaylor: Canada announces 'presumptive' 1st case of deadly #coronavirus in Toronto. The patient  —  a man in his 50s who had travel…,Canada announces 'presumptive' 1st case of deadly #coronavirus in Toronto. The patient  —  a man in his 50s who had travel,Canada announces 1st case of deadly coronavirus in Toronto The patient man in his 50 who have travel
200,1227,RT @picardonhealth: Canada has confirmed its fourth case of the novel #coronavirus - a @WesternU student who had so little of the virus in…,Canada has confirmed its fourth case of the novel #coronavirus - a @WesternU student who had so little of the virus in,Canada have confirm it fourth case of the novel coronavirus WesternU student who have so little of the virus in
201,1263,"RT @Reuters: Canada has identified three cases of the new coronavirus so far, but there are fears that a more serious outbreak could stoke…","Canada has identified three cases of the new coronavirus so far, but there are fears that a more serious outbreak could stoke",Canada have identify three case of the new coronavirus so far but there be fear that more serious outbreak could stoke
202,1165,"RT @theasianfmnst: Canada's Chinese community faces racist abuse in wake of coronavirus
Country has seen just three confirmed cases of the…","Canada's Chinese community faces racist abuse in wake of coronavirus
Country has seen just three confirmed cases of the",Canada is Chinese community face racist abuse in wake of coronavirus Country have see just three confirm case of the
203,987,"RT @CBCOlympics: Canada's Kia Nurse responds to the growing coronavirus effects felt throughout the sporting world, including March Madness…","Canada's Kia Nurse responds to the growing coronavirus effects felt throughout the sporting world, including March Madness",Canada is Kia Nurse responds to the grow coronavirus effect felt throughout the sport world include March Madness
204,9,RT @TheRealKeean: Canada's Minister of Health has not closed our borders to coronavirus hot-spots. Hasn't repatriated Canadians in the thic…,Canada's Minister of Health has not closed our borders to coronavirus hot-spots. Hasn't repatriated Canadians in the thic,Canada is Minister of Health have not close our border to coronavirus Has not repatriate Canadians in the thic
205,1084,RT @CTVNews: Canada's chief public health officer says no vaccine for coronavirus for a year https://t.co/M6QAaTfhjn https://t.co/rxDIDs6RfH,Canada's chief public health officer says no vaccine for coronavirus for a year  ,Canada is chief public health officer say no vaccine for coronavirus for year
206,1264,RT @Reuters: Canada's first coronavirus patient had symptoms on flight from China https://t.co/zBncE0Y1hu https://t.co/vRRsmJatbi,Canada's first coronavirus patient had symptoms on flight from China  ,Canada is first coronavirus patient have symptom on flight from China
207,1147,RT @Reuters: Canada's first coronavirus patient had symptoms on flight from China https://t.co/Eh0QWL3Te9 https://t.co/0mXnNU5Eqw,Canada's first coronavirus patient had symptoms on flight from China  ,Canada is first coronavirus patient have symptom on flight from China
208,1010,"RT @linda4workers: ""Canada's first death from the novel coronavirus has highlighted the urgent and often ignored need for better staffing a…","""Canada's first death from the novel coronavirus has highlighted the urgent and often ignored need for better staffing a",Canada is first death from the novel coronavirus have highlight the urgent and often ignore need for well staff
209,102,RT @ctvsaskatoon: Canada's first 'presumptive positive' case of coronavirus found in Ontario https://t.co/2jOeTJlDPS https://t.co/31L2G1m2EB,Canada's first 'presumptive positive' case of coronavirus found in Ontario  ,Canada is first positive case of coronavirus found in Ontario
210,1156,"Canada's second confirmed presumptive case of coronavirus is wife of first case, which is now confirmed - CTV News: https://t.co/OAlgvebamv","Canada's second confirmed presumptive case of coronavirus is wife of first case, which is now confirmed - CTV News",Canada is second confirm presumptive case of coronavirus be wife of first case which be now confirm CTV News
211,409,Canada issues travel advisory as Italy grapples with coronavirus. Story from #RSJalum @mahamabedi via @globalnews    https://t.co/xbQTHwXtYi,Canada issues travel advisory as Italy grapples with coronavirus. Story from #RSJalum @mahamabedi via @globalnews    ,Canada issue travel advisory a Italy grapple with coronavirus Story from RSJalum mahamabedi via globalnews
212,928,RT @LindaMcQuaig: Canada once had a publicly-owned lab that could've helped with coronavirus crisis--but we sold it! The foolish privatizat…,Canada once had a publicly-owned lab that could've helped with coronavirus crisis--but we sold it! The foolish privatizat,Canada once have lab that could have help with coronavirus crisis but we sell it The foolish privatizat
213,1123,RT @anne_nonymity: Canada preparing plane to fly Canadians from Wuhan amid coronavirus outbreak https://t.co/erH0nbfA4G via @torontostar,Canada preparing plane to fly Canadians from Wuhan amid coronavirus outbreak  via @torontostar,Canada prepare plane to fly Canadians from Wuhan amid coronavirus outbreak via torontostar
214,312,Canada prepares pandemic response plan as coronavirus cases continue to climb | CBC News - https://t.co/S0EAmMB2TE via @shareaholic,Canada prepares pandemic response plan as coronavirus cases continue to climb | CBC News -  via @shareaholic,Canada prepares pandemic response plan a coronavirus case continue to climb CBC News via shareaholic
215,954,RT @CTVNews: Canada releases coronavirus guidelines on when to cancel major events https://t.co/vEyFDNZIMJ https://t.co/gO3qqxgUf9,Canada releases coronavirus guidelines on when to cancel major events  ,Canada release coronavirus guideline on when to cancel major event
216,761,"RT @nationalpost: Canadian companies ramp up coronavirus precautions with travel restrictions, work-at-home options https://t.co/jkHx48XA4r","Canadian companies ramp up coronavirus precautions with travel restrictions, work-at-home options ",Canadian company ramp up coronavirus precaution with travel restriction option
217,1252,RT @CTVNews: Canadian companies wince from impact of coronavirus as it strikes across sectors https://t.co/0dffeYd34o https://t.co/u8iqA1uM…,Canadian companies wince from impact of coronavirus as it strikes across sectors  ,Canadian company wince from impact of coronavirus a it strike across sector
218,1087,RT @CTV_AvisFavaro: Canadian health care system is well equipped to handle any potential #coronavirus cases thanks to the lessons learned d…,Canadian health care system is well equipped to handle any potential #coronavirus cases thanks to the lessons learned d,Canadian health care system be well equip to handle any potential coronavirus case thanks to the lesson learn
219,680,"2 Canadian insurance companies stop covering coronavirus-related trip cancellations
https://t.co/brO9sIBzgK https://t.co/0z87Eo3HDZ","2 Canadian insurance companies stop covering coronavirus-related trip cancellations
 ",Canadian insurance company stop cover trip cancellation
220,756,"RT @ndtv: Cancelled bookings, empty rooms: #coronavirus takes toll on tourism https://t.co/l5V1V6XEik https://t.co/GW3lSi0hQt","Cancelled bookings, empty rooms: #coronavirus takes toll on tourism  ",Cancelled booking empty room coronavirus take toll on tourism
221,919,RT @OttawaCitizen: Carnival's Princess Cruises suspends global operations for 2 months on coronavirus fears https://t.co/IuiZU296NL https:/…,Carnival's Princess Cruises suspends global operations for 2 months on coronavirus fears  https,Carnival is Princess Cruises suspends global operation for month on coronavirus fear http
222,1314,"RT @cnni: Cases of Wuhan coronavirus have been confirmed in more than two dozen countries, and health officials are working to contain the…","Cases of Wuhan coronavirus have been confirmed in more than two dozen countries, and health officials are working to contain the",Cases of Wuhan coronavirus have be confirm in more than two dozen country and health official be work to contain the
223,590,"RT @DrDenaGrayson: BREAKING: Cases of #coronavirus surge past 1,000 in #Germany, as #Italy locks down 25% of its population.

Unfortunatel…","BREAKING: Cases of #coronavirus surge past 1,000 in #Germany, as #Italy locks down 25% of its population.

Unfortunatel",Cases of coronavirus surge past in Germany a Italy lock down 25 of it population Unfortunatel
224,728,"RT @WR_Record: Catholic Kitchener school postpones student trip due to coronavirus.
— Resurrection Catholic Secondary School in Kitchener i…","Catholic Kitchener school postpones student trip due to coronavirus.
— Resurrection Catholic Secondary School in Kitchener i",Catholic Kitchener school postpones student trip due to coronavirus Resurrection Catholic Secondary School in Kitchener
225,1153,"RT @CPHO_Canada: 5/5 Cdns can take precautions to prevent respiratory illnesses like #coronavirus #2019nCoV, including: 
✔️frequent #handwa…","5/5 Cdns can take precautions to prevent respiratory illnesses like #coronavirus #2019nCoV, including: 
✔️frequent #handwa",Cdns can take precaution to prevent respiratory illness like coronavirus 2019nCoV include handwa
226,133,RT @globaltimesnews: Charts show daily figures of confirmed cases of novel #coronavirus in Hubei Province and all of China. Hubei reported…,Charts show daily figures of confirmed cases of novel #coronavirus in Hubei Province and all of China. Hubei reported,Charts show daily figure of confirm case of novel coronavirus in Hubei Province and all of China Hubei report
227,44,"RT @decloet: Check out this story from Wuhan, ground zero of the #coronavirus epidemic, and the photo at the top of it. In a city of 11 mil…","Check out this story from Wuhan, ground zero of the #coronavirus epidemic, and the photo at the top of it. In a city of 11 mil",Check out this story from Wuhan ground zero of the coronavirus epidemic and the photo at the top of it In city of 11 mil
228,1208,"RT @SkyNews: China is building a new 1,000-bed hospital in five days to treat victims of the new deadly coronavirus.

Get the latest on the…","China is building a new 1,000-bed hospital in five days to treat victims of the new deadly coronavirus.

Get the latest on the",China be building new hospital in five day to treat victim of the new deadly coronavirus Get the late on the
229,1185,"RT @CP24: China discloses 136 new cases of coronavirus, including a third fatality https://t.co/bHDlphjiSm https://t.co/aPR1WGownM","China discloses 136 new cases of coronavirus, including a third fatality  ",China discloses 136 new case of coronavirus include third fatality
230,702,"RT @alfonslopeztena: China’s economic slowdown due to the coronavirus lockdown has caused a significant drop in air pollution levels
https:…","China’s economic slowdown due to the coronavirus lockdown has caused a significant drop in air pollution levels
https",China economic slowdown due to the coronavirus lockdown have cause significant drop in air pollution level http
231,132,RT @AkshatRathi: China has kick-started a clinical trial to speedily test the antiviral drug Remdesivir as a treatment for Coronavirus http…,China has kick-started a clinical trial to speedily test the antiviral drug Remdesivir as a treatment for Coronavirus http,China have clinical trial to speedily test the antiviral drug Remdesivir a treatment for Coronavirus http
232,1269,"RT @GlobalNational: China has put more cities under lockdown, restricting the travel of millions of people, amid the coronavirus crisis. Da…","China has put more cities under lockdown, restricting the travel of millions of people, amid the coronavirus crisis. Da",China have put more city under lockdown restrict the travel of million of people amid the coronavirus crisis Da
233,872,RT @anneapplebaum: China has reacted to the outbreak of coronavirus in Italy by sending aid. The US has reacted by suspending flights. Who…,China has reacted to the outbreak of coronavirus in Italy by sending aid. The US has reacted by suspending flights. Who,China have react to the outbreak of coronavirus in Italy by send aid The US have react by suspend flight Who
234,1200,"RT @ZhugeEX: China’s health commission confirmed recently that the Wuhan coronavirus, a new pneumonia like disease, had spread to around 30…","China’s health commission confirmed recently that the Wuhan coronavirus, a new pneumonia like disease, had spread to around 30",China health commission confirm recently that the Wuhan coronavirus new pneumonia like disease have spread to around 30
235,765,"RT @tfadell: China's Air Pollution Rates Plummet After Coronavirus Lockdown

https://t.co/FOmvqRHTwg https://t.co/yjFSuV9OeP","China's Air Pollution Rates Plummet After Coronavirus Lockdown

 ",China is Air Pollution Rates Plummet After Coronavirus Lockdown
236,183,"RT @timesofindia: China's February factory PMI seen at lowest since 2009 as coronavirus slams production, reports Reuters

#CoronavirusOutb…","China's February factory PMI seen at lowest since 2009 as coronavirus slams production, reports Reuters

#CoronavirusOutb",China is February factory PMI see at low since 2009 a coronavirus slam production report Reuters CoronavirusOutb
237,204,RT @Reuters: China's coronavirus outbreak has devastated the Asian airline industry as they stand to lose $27.8 billion of revenue this yea…,China's coronavirus outbreak has devastated the Asian airline industry as they stand to lose $27.8 billion of revenue this yea,China is coronavirus outbreak have devastate the Asian airline industry a they stand to lose billion of revenue this yea
238,156,"RT @COVID_19NEWS: China's health authorities have admitted that people may contract the new, pneumonia-causing #coronavirus by inhaling sma…","China's health authorities have admitted that people may contract the new, pneumonia-causing #coronavirus by inhaling sma",China is health authority have admit that people may contract the new coronavirus by inhale sma
239,1180,RT @LFPress: China locks down city of 11 million people at epicenter of deadly coronavirus outbreak https://t.co/rg6U4E2sqa #CoronavirusOut…,China locks down city of 11 million people at epicenter of deadly coronavirus outbreak  #CoronavirusOut,China lock down city of 11 million people at epicenter of deadly coronavirus outbreak CoronavirusOut
240,1129,"RT @ReflectingMan: China reports 1,287 confirmed cases of new coronavirus pneumonia - Xinhua | https://t.co/L0m15cJzzb https://t.co/DMF8789…","China reports 1,287 confirmed cases of new coronavirus pneumonia - Xinhua |  ",China report confirm case of new coronavirus pneumonia Xinhua
241,293,RT @IrnaEnglish: #China to provide #Iran with 20k #coronavirus test kits : @SAMOUSAVI9 https://t.co/MWMgQE1zJ2 https://t.co/icLItJY6P8,#China to provide #Iran with 20k #coronavirus test kits : @SAMOUSAVI9  ,China to provide Iran with 20k coronavirus test kit SAMOUSAVI9
242,1195,"RT @CGTNOfficial: #ChinaToday in case you missed it 
- At least 543 coronavirus cases diagnosed in China, 17 dead https://t.co/aa5Tn5hf5L
-…","#ChinaToday in case you missed it 
- At least 543 coronavirus cases diagnosed in China, 17 dead ",ChinaToday in case you miss it At least 543 coronavirus case diagnose in China 17 dead
243,1249,"RT @JulieYAli: Chinese Canadians, health officials taking stand against 'unfair stigmatization' during coronavirus outbreak | CBC News http…","Chinese Canadians, health officials taking stand against 'unfair stigmatization' during coronavirus outbreak | CBC News http",Chinese Canadians health official take stand against stigmatization during coronavirus outbreak CBC News http
244,1093,RT @CTVWindsor: Windsor-Essex Chinese New Year events go ahead despite coronavirus concerns elsewhere https://t.co/8qTl8UG2fk,Windsor-Essex Chinese New Year events go ahead despite coronavirus concerns elsewhere ,Chinese New Year event go ahead despite coronavirus concern elsewhere
245,89,RT @qz: Chinese cities try to flush out coronavirus patients by stopping cough medicine sales https://t.co/8nY1A9ygPW,Chinese cities try to flush out coronavirus patients by stopping cough medicine sales ,Chinese city try to flush out coronavirus patient by stop cough medicine sale
246,839,"RT @DeenaLadd: Chinese community in #Toronto facing massive impact of #coronavirus People losing jobs, businesses losing customers, people…","Chinese community in #Toronto facing massive impact of #coronavirus People losing jobs, businesses losing customers, people",Chinese community in Toronto face massive impact of coronavirus People lose job business lose customer people
247,1313,RT @AngelaSterritt: Chinese doctor who sounded the alarm about coronavirus dies from the illness | CBC News https://t.co/jiSc2W5cW2,Chinese doctor who sounded the alarm about coronavirus dies from the illness | CBC News ,Chinese doctor who sound the alarm about coronavirus dy from the illness CBC News
248,807,RT @MailOnline: Chinese police wear smart helmets to detect pedestrians with fevers amid coronavirus crisis https://t.co/RwYNPEIvoN,Chinese police wear smart helmets to detect pedestrians with fevers amid coronavirus crisis ,Chinese police wear smart helmet to detect pedestrian with fever amid coronavirus crisis
249,750,"Chinese scientists identify two strains of the coronavirus, indicating it's already mutated at least once https://t.co/mpFW8tnwyK via @flipboard","Chinese scientists identify two strains of the coronavirus, indicating it's already mutated at least once  via @flipboard",Chinese scientist identify two strain of the coronavirus indicate it is already mutate at least once via flipboard
250,881,RT @DrEricDing: Classified? There is ZERO reason any coronavirus preparation meetings should be classified from the American people. ZERO Z…,Classified? There is ZERO reason any coronavirus preparation meetings should be classified from the American people. ZERO Z,Classified There be ZERO reason any coronavirus preparation meeting should be classify from the American people ZERO
251,1092,"RT @ISARIC1: Clinical features of patients infected with 2019 novel #coronavirus in #Wuhan, China - READ the report based on data from @ISA…","Clinical features of patients infected with 2019 novel #coronavirus in #Wuhan, China - READ the report based on data from @ISA",Clinical feature of patient infect with 2019 novel coronavirus in Wuhan China READ the report base on data from ISA
252,815,"RT @gregggonsalves: Close to 500 Public Health, Law Experts Issue Guidelines for U.S. Response to ‘Inevitable’ Widespread Coronavirus Trans…","Close to 500 Public Health, Law Experts Issue Guidelines for U.S. Response to ‘Inevitable’ Widespread Coronavirus Trans",Close to 500 Public Health Law Experts Issue Guidelines for Response to Inevitable Widespread Coronavirus Trans
253,791,"RT @DellAnnaLuca: Clues are emerging that the coronavirus was already in Italy &amp; in the US since mid-late January, and the only reason thes…","Clues are emerging that the coronavirus was already in Italy &amp; in the US since mid-late January, and the only reason thes",Clues be emerge that the coronavirus be already in Italy amp in the US since January and the only reason thes
254,913,RT @Reuters: Coachella and Stagecoach festivals are postponing until October due to #coronavirus concerns. Follow live virus updates: https…,Coachella and Stagecoach festivals are postponing until October due to #coronavirus concerns. Follow live virus updates: https,Coachella and Stagecoach festival be postpone until October due to coronavirus concern Follow live virus update http
255,589,RT @JackPosobiec: Coachella ‘could be cancelled’ after coronavirus case confirmed near festival site | The Independent https://t.co/SJmbOfx…,Coachella ‘could be cancelled’ after coronavirus case confirmed near festival site | The Independent ,Coachella could be cancel after coronavirus case confirm near festival site The Independent
256,1045,"#CoffeeWithAFIrefighter 》 This Friday morning,  @McDonalds in #Gravenhurst, 9am - 11am. C'mon out and chat about fire safety, the spring freshet, COVID19 or ""being prepared"" and what that really means! https://t.co/Vwwv24p0hz","#CoffeeWithAFIrefighter 》 This Friday morning,  @McDonalds in #Gravenhurst, 9am - 11am. C'mon out and chat about fire safety, the spring freshet, COVID19 or ""being prepared"" and what that really means! ",CoffeeWithAFIrefighter This Friday morning McDonalds in Gravenhurst 9am 11am out and chat about fire safety the spring freshet COVID19 or be prepared and what that really mean
257,1042,"Coming up at 6: Hundreds if Canadians set to be airlifted from China as early as Thursday. Details &amp; update on #coronavirus cases. Plus, more on 28-yr-old from GTA whose false coronavirus claim rerouted a flight. Also tonight, how much it actually costs to live in #Toronto.","Coming up at 6: Hundreds if Canadians set to be airlifted from China as early as Thursday. Details &amp; update on #coronavirus cases. Plus, more on 28-yr-old from GTA whose false coronavirus claim rerouted a flight. Also tonight, how much it actually costs to live in #Toronto",Coming up at Hundreds if Canadians set to be airlift from China a early a Thursday Details amp update on coronavirus case Plus more on from GTA whose false coronavirus claim rerouted flight Also tonight how much it actually cost to live in Toronto
258,1281,"RT @michelledubeCTV: Coming up at 6: Latest on the 7.7 magnitude quake that struck Caribbean. Also tonight, 3rd case of #coronavirus confir…","Coming up at 6: Latest on the 7.7 magnitude quake that struck Caribbean. Also tonight, 3rd case of #coronavirus confir",Coming up at Latest on the magnitude quake that struck Caribbean Also tonight 3rd case of coronavirus confir
259,1051,"RT @GHS: (2/2) Confirmed #COVID19 cases as of 7 Mar 16:00 CET via @WHO https://t.co/q7w9g8LAEf

20
19
18
17
16
14
13
…","(2/2) Confirmed #COVID19 cases as of 7 Mar 16:00 CET via @WHO 

20
19
18
17
16
14
13",Confirmed COVID19 case a of Mar CET via WHO
260,5,"RT @EpochTimesChina: 4 p.m. UTC—Case Confirmed in Chicago

The 2nd case of #Coronavirus in the US was confirmed through testing, #Health of…","4 p.m. UTC—Case Confirmed in Chicago

The 2nd case of #Coronavirus in the US was confirmed through testing, #Health of",Confirmed in Chicago The 2nd case of Coronavirus in the US be confirm through test Health of
261,984,"RT @DeanBaker13: Congrats to Phillip Bump who does the arithmetic connecting coronavirus deaths, mortality rate, and infections. With 26 de…","Congrats to Phillip Bump who does the arithmetic connecting coronavirus deaths, mortality rate, and infections. With 26 de",Congrats to Phillip Bump who do the arithmetic connect coronavirus death mortality rate and infection With 26 de
262,155,"RT @COVID_19NEWS: #CoronaVirus so far

D.Princess621
Singapore84
Japan84
S.Korea82
HK63
Thailand35
US29
Malaysia22
Taiwan22
Germany16
Vietn…","#CoronaVirus so far

D.Princess621
Singapore84
Japan84
S.Korea82
HK63
Thailand35
US29
Malaysia22
Taiwan22
Germany16
Vietn",CoronaVirus so far Singapore84 Japan84 HK63 Thailand35 US29 Malaysia22 Taiwan22 Germany16 Vietn
263,123,"RT @famous9_vlogs: #Coronavirus Ambulances are transporting those critical patients to the new built Fire God Mountain Hospital. Maximum 1,…",#Coronavirus Ambulances are transporting those critical patients to the new built Fire God Mountain Hospital. Maximum 1,Coronavirus Ambulances be transport those critical patient to the new built Fire God Mountain Hospital Maximum
264,291,"RT @jscarto: #Coronavirus: Amid efforts to reduce pollution in #China, the signal from quarantines remains clear.

Unlike the past, activit…","#Coronavirus: Amid efforts to reduce pollution in #China, the signal from quarantines remains clear.

Unlike the past, activit",Coronavirus Amid effort to reduce pollution in China the signal from quarantine remains clear Unlike the past activit
265,117,RT @latimeshealth: Coronavirus: China has quarantined 50 million people. Experts worry that might backfire https://t.co/9OO1ceWoZM,Coronavirus: China has quarantined 50 million people. Experts worry that might backfire ,Coronavirus China have quarantine 50 million people Experts worry that might backfire
266,663,"Coronavirus Deaths Hit 15, Infection Shows New Signs of New York Spread https://t.co/7Ji3M84Upo via @thedailybeast","Coronavirus Deaths Hit 15, Infection Shows New Signs of New York Spread  via @thedailybeast",Coronavirus Deaths Hit 15 Infection Shows New Signs of New York Spread via thedailybeast
267,1210,"RT @PsychologyDoc: #Coronavirus

Has anyone else made the observation that humanity has had a major global-scale plague at the start of eve…","#Coronavirus

Has anyone else made the observation that humanity has had a major global-scale plague at the start of eve",Coronavirus Has anyone else make the observation that humanity have have major plague at the start of eve
268,36,Coronavirus: How China's increasing global power could be influencing global virus response https://t.co/zqnssnMEFF via @Telegraph,Coronavirus: How China's increasing global power could be influencing global virus response  via @Telegraph,Coronavirus How China is increase global power could be influence global virus response via Telegraph
